,ticket,time_setup,time_setup_msc,time_done,time_done_msc,time_expiration,type,type_time,type_filling,state,magic,position_id,position_by_id,reason,volume_initial,volume_current,price_open,sl,tp,price_current,price_stoplimit,symbol,comment,external_id,profit
129,50529216957,2023-07-10 08:13:20.000,2023-07-10 08:13:20.401,2023-07-10 08:13:20.000,2023-07-10 08:13:20.402,0,sell,1,0,4,11031994,50529216957,0,3,1.0,0.0,1.28085,1.28284,1.27826,1.28085,0.0,GBPUSD,Ordem de venda e,,202.62
130,50529876487,2023-07-10 14:23:08.000,2023-07-10 14:23:08.727,2023-07-10 14:23:08.000,2023-07-10 14:23:08.727,0,sell,1,0,4,11031994,50529876487,0,3,1.0,0.0,1.27803,1.28125,1.27667,1.27803,0.0,GBPUSD,Ordem de venda e,,106.53
131,50530014732,2023-07-10 15:21:24.000,2023-07-10 15:21:24.214,2023-07-10 15:21:24.000,2023-07-10 15:21:24.214,0,sell,1,0,4,11031994,50530014732,0,3,1.0,0.0,1.27654,1.27966,1.27508,1.27654,0.0,GBPUSD,Ordem de venda e,,114.5
132,50530168027,2023-07-10 15:57:40.000,2023-07-10 15:57:40.668,2023-07-10 15:57:40.000,2023-07-10 15:57:40.668,0,sell,1,0,4,11031994,50530168027,0,3,1.0,0.0,1.27516,1.27807,1.27349,1.27516,0.0,GBPUSD,Ordem de venda e,,-227.69
133,50530642421,2023-07-10 18:30:19.000,2023-07-10 18:30:19.066,2023-07-10 18:30:19.000,2023-07-10 18:30:19.067,0,buy,1,0,4,11031994,50530642421,0,3,1.0,0.0,1.2827,1.28085,1.28542,1.2827,0.0,GBPUSD,Ordem de compra ,,211.6
134,50530945655,2023-07-10 21:39:41.000,2023-07-10 21:39:41.623,2023-07-10 21:39:41.000,2023-07-10 21:39:41.623,0,buy,1,0,4,11031994,50530945655,0,3,1.0,0.0,1.2854999999999999,1.28244,1.28701,1.2854999999999999,0.0,GBPUSD,Ordem de compra ,,117.33
135,50531294614,2023-07-11 06:00:33.000,2023-07-11 06:00:33.616,2023-07-11 06:00:33.000,2023-07-11 06:00:33.617,0,buy,1,0,4,11031994,50531294614,0,3,1.0,0.0,1.28761,1.28562,1.29019,1.28761,0.0,GBPUSD,Ordem de compra ,,199.97
136,50531544899,2023-07-11 09:30:12.000,2023-07-11 09:30:12.539,2023-07-11 09:30:12.000,2023-07-11 09:30:12.539,0,buy,1,0,4,11031994,50531544899,0,3,1.0,0.0,1.29083,1.2888,1.29337,1.29083,0.0,GBPUSD,Ordem de compra ,,-157.51
137,50531675822,2023-07-11 10:15:09.000,2023-07-11 10:15:09.271,2023-07-11 10:15:09.000,2023-07-11 10:15:09.271,0,sell,1,0,4,11031994,50531675822,0,3,1.0,0.0,1.28892,1.2907899999999999,1.28621,1.28892,0.0,GBPUSD,Ordem de venda e,,-144.87
138,50532004426,2023-07-11 12:45:15.000,2023-07-11 12:45:15.514,2023-07-11 12:45:15.000,2023-07-11 12:45:15.515,0,buy,1,0,4,11031994,50532004426,0,3,1.0,0.0,1.29146,1.2888,1.29337,1.29146,0.0,GBPUSD,Ordem de compra ,,147.68
139,50532258327,2023-07-11 14:45:17.000,2023-07-11 14:45:17.519,2023-07-11 14:45:17.000,2023-07-11 14:45:17.519,0,sell,1,0,4,11031994,50532258327,0,3,1.0,0.0,1.29062,1.29238,1.2878,1.29062,0.0,GBPUSD,Ordem de venda e,,-136.18
140,50533003681,2023-07-11 20:00:10.000,2023-07-11 20:00:10.161,2023-07-11 20:00:10.000,2023-07-11 20:00:10.162,0,buy,1,0,4,11031994,50533003681,0,3,1.0,0.0,1.29236,1.29039,1.29496,1.29236,0.0,GBPUSD,Ordem de compra ,,200.78
142,50535989666,2023-07-13 05:00:06.000,2023-07-13 05:00:06.846,2023-07-13 05:00:06.000,2023-07-13 05:00:06.846,0,buy,1,0,4,11031994,50535989666,0,3,1.0,0.0,1.30024,1.29834,1.30291,1.30024,0.0,GBPUSD,Ordem de compra ,,204.93
144,50536544573,2023-07-13 11:15:05.000,2023-07-13 11:15:05.220,2023-07-13 11:15:05.000,2023-07-13 11:15:05.220,0,buy,1,0,4,11031994,50536544573,0,3,1.0,0.0,1.30446,1.30152,1.30609,1.30446,0.0,GBPUSD,Ordem de compra ,,124.8
146,50537390246,2023-07-13 16:45:09.000,2023-07-13 16:45:09.676,2023-07-13 16:45:09.000,2023-07-13 16:45:09.676,0,buy,1,0,4,11031994,50537390246,0,3,1.0,0.0,1.3107,1.30788,1.3124500000000001,1.3107,0.0,GBPUSD,Ordem de compra ,,133.34
148,50539016753,2023-07-14 13:15:09.000,2023-07-14 13:15:09.735,2023-07-14 13:15:09.000,2023-07-14 13:15:09.735,0,sell,1,0,4,11031994,50539016753,0,3,1.0,0.0,1.31046,1.31305,1.30847,1.31046,0.0,GBPUSD,Ordem de venda e,,-197.25
